ATM ID,Category,Description,Title,_id
EOIRFT DCC 374/2009,Management advisory services,Request for Expressions of Interest for the Provision of Staff Survey Services.,Request for Expressions of Interest for the Provision of Staff Survey Services,6162aa1fe1b7f5c73e6fe440
AGD RFT 09/20435,Education and Training Services,Develop a mult-disciplinary training package in family violence,Development of a multi-disciplinary training package in family violence,6162aa1fe1b7f5c73e6fe441
DAFF 174/09,Education and Training Services,"Request for Tender for the provision of Quarantine Fumigation Training, Assessment and Audit Services.","RFT for the provision of Quarantine Fumigation Training, Assessment and Audit Services",6162aa1fe1b7f5c73e6fe442
RFT CA 0910/05,Healthcare Services,This is an invitation to suppliers with expertise in the area of Aboriginal and Torres Strait Islander Health Services Research,Aboriginal and Torres Strait Islander Cancer Control Research,6162aa1fe1b7f5c73e6fe443
AGDREOI 09/19636,Education and Training Services,"The Department is seeking expressions of interest to establish a panel of approved suppliers to develop, deliver, assess and administer ongoing professional development for Commonwealth-registered marriage celebrants.",Panel of providers of ongoing professional development for Commonwealth registered marriage celebrants,6162aa1fe1b7f5c73e6fe444
0910-1194,Environmental Services,"The department requires organisations (private, government and social welfare organisations) with a proven record in providing household energy and water efficiency services and engaging with low-income and disadvantaged households to deliver the Green Start Program nationally or state/territory based. Program Delivery will be organised on a national or state/territory basis in order to better support the integration of Green Start with related state/territory government, energy retailers and local communities projects and programs.",Provision of energy and water efficiency services to low-income and disadvantaged households,6162aa1fe1b7f5c73e6fe445
CA-RFT-0910/06,Healthcare Services,"Cancer Australia seeks suitably qualified individuals, organisations or consortia with strong skills in health services research and experience and understanding of multidisciplinary teams (MDTs).",Multi-Disciplinary Team Research Project,6162aa1fe1b7f5c73e6fe446
GBRMPA RQ006757,Temporary research and development services," The aim of this project is develop an information system that integrates data and provides a more holistic and efficient approach to storing, reporting and managing data generated from the GBRMPA reef health monitoring programs.",Information System for reef health,6162aa1fe1b7f5c73e6fe447
2009-1104941,Engineering and Research and Technology Based Services,"Scientific and Engineering Services (SES) is an element of DSTO responsible for providing engineering support to the scientific activities in the DSTO science and technology divisions.   It comprises an in-house team on the Edinburgh, SA site and an outsourced service provided by contract at the Melbourne, VIC site.  ",Provision of Engineering Services at Defence Science & Technology Organisation (DSTO) Melbourne,6162aa1fe1b7f5c73e6fe448
RFT 003-2010,Engineering and Research and Technology Based Services,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Enterprise Applications to perform ICT Services.  The Tax Office is seeking a results driven Specified Personnel to fill a contract position within the Data Warehouse (DWH) group in the Enterprise Applications Branch, Business Intelligence Portfolio. The DWH group has four technical teams supporting: Teradata Operations; Data Design and ETL Processing, Enterprise Reporting Capability and,  DWH Physical Data Model design. The teams are responsible for building, managing and supporting Tax Office Business Intelligence (BI) technical capabilities, including data warehousing, data mining, analytics and enterprise reporting.The new position located in Canberra requires a Highly Protected security clearance and the successful candidate must be prepared to undergo the security clearance process at this level.",Teradata Technical Specialist,6162aa1fe1b7f5c73e6fe449
APRA2010.008,Strategic planning consultation services,Strategic Review of the APRA NCPD (National Claims and Policies Database) System,Strategic Review of the APRA NCPD (National Claims and Policies Database) System,6162aa1fe1b7f5c73e6fe44a
DCON/09/181,Management advisory services,The Department is seeking technical advice and analysis services in relation to the deployment of the network infrastructure under the Regional Backbone Blackspots Program.,Regional Backbone Blackspots Program - Technical Advice and Analysis Services,6162aa1fe1b7f5c73e6fe44b
RFT ADAS 01/10,Engineering and Research and Technology Based Services,"The Commonwealth has a requirement for the provision of Services, to provide the JP2048 Phase 3 Project with an independent assessment of each of the proposed Landing Craft Build Strategies provided by Navantia as part of its tender response to RFT ADAS 02/09.",Independent Analysis of Landing Craft Build Strategies for JP 2048 Phase 3 Watercraft Replacement Project,6162aa1fe1b7f5c73e6fe44c
