,ATM ID,Agency,Category,Close Date & Time,Description,Title,_id,ID,isRelated
26256,PROC-9176317,Grains Research and Development Corporation,Crop production and management and protection,05-Feb-21 5:00 pm,"This proposed investment aims to validate the correlation of the current wheat P response curves and the P requirement of pulses, by conducting a series of field trials within the Esperance and Albany Port Zone. The trials will be conducted with P response treatments using two of the most adapted pulse varieties grown in the region and will include wheat as a control crop. This information will provide growers with the confidence in the use of P fertiliser inputs and identify any further gaps in nutritional knowledge for further investment.",Phosphorous response curves for pulses in the Western Region,6159c38f9107b6df81b19d32,70140000.0,1.0
26257,PROC-9176318,Grains Research and Development Corporation,Crop production and management and protection,05-Feb-21 5:00 pm,"        This investment has been designed to validate in each Western Region port zone the farming systems and/or agronomic practices that best exploit the long coleoptile trait, giving growers and advisers the ability to maximise profitability from this trait.        ",Farming systems and agronomic changes for integration of long coleoptile wheat in the Western Region,6159c38f9107b6df81b19d33,70140000.0,1.0
26272,PROC-9176315,Grains Research and Development Corporation,Crop production and management and protection,10-Feb-21 5:00 pm,Sclerotinia management for narrow-leaf lupin crops in Western Australian farming systems   ,Sclerotinia management for narrow-leaf lupin crops in Western Australian farming systems,6159c38f9107b6df81b19d42,70140000.0,1.0
26273,PROC-9176316,Grains Research and Development Corporation,Crop production and management and protection,10-Feb-21 5:00 pm,Management of spot form of net blotch in the low rainfall zones of Western Australia,Management of spot form of net blotch in the low rainfall zones of Western Australia,6159c38f9107b6df81b19d43,70140000.0,1.0
26274,PROC-9176326,Grains Research and Development Corporation,Crop production and management and protection,11-Feb-21 12:00 pm,Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume production in South Australia,SA - Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume,6159c38f9107b6df81b19d44,70140000.0,1.0
26275,PROC-9176327,Grains Research and Development Corporation,Crop production and management and protection,11-Feb-21 12:00 pm,Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume production in Victoria,VIC - Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume,6159c38f9107b6df81b19d45,70140000.0,1.0
26278,PROC-9176328,Grains Research and Development Corporation,Crop production and management and protection,11-Feb-21 5:00 pm,Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume production in New South Wales,NSW -Development and extension to close the economic yield gap and maximise farming systems benefits from grain legume,6159c38f9107b6df81b19d48,70140000.0,1.0
26312,NGTF-HB-2021,Department of Defence - DSRG,Military science and research,23-Feb-21 2:00 pm,Next Generation Technologies Fund - Human Biotechnologies Call for Proposals 2021,NGTF - Human Biotechnologies 2021,6159c38f9107b6df81b19d6a,92111700.0,1.0
26314,HUB-20-AIAD-001,Department of Defence - DSRG,Military science and research,24-Feb-21 12:00 pm,"This Request for Proposal (RFP) seeks innovative proposals that focus on AI technologies, approaches and systems to accelerate enrich or automate components of Intelligence Mission Data (IMD) production, management, training and/or simulation, as well as AI augmented Virtual Reality (VR) and Graphics Applications that improve the value and realism of Defence modelling, simulation and training ",Artificial Intelligence Applications in Defence,6159c38f9107b6df81b19d6c,92111700.0,1.0
26346,NGTF-SPACE-2021,Department of Defence - DSRG,Military science and research,11-Mar-21 2:00 pm,Next Generation Technologies Fund - Advanced RF Payload Call for Proposals 2021   ,NGTF - Advanced RF Payload 2021,6159c38f9107b6df81b19d8c,92111700.0,1.0
26431,RASSD/IB/18003/1,Department of Defence - CASG,Military science and research,12-Apr-21 4:00 pm,"Space, the possibilities are infinite. - Tuesday 30 March 21",Defence Space Domain Awareness Engagement & Networking Event,6159c38f9107b6df81b19de1,92111700.0,1.0
26508,PROC-9176360,Grains Research and Development Corporation,Crop production and management and protection,13-May-21 2:00 pm,Current and potential costs of diseases and invertebrate pests in Australian grains,Current and potential costs of diseases and invertebrate pests in Australian grains,6159c38f9107b6df81b19e2e,70140000.0,1.0
26575,PROC-9176368,Grains Research and Development Corporation,Crop production and management and protection,11-Jun-21 5:00 pm,Increasing wheat yield and yield stability through improved heat tolerance during grain filling,Increasing wheat yield and yield stability through improved heat tolerance during grain filling,6159c38f9107b6df81b19e71,70140000.0,1.0
26590,PROC-9176369,Grains Research and Development Corporation,Crop production and management and protection,17-Jun-21 5:00 pm,"This investment will provide the Southern region lentil growers, advisers and commercial seed businesses with a ‘Risk Matrix Guide’ that informs on the quantified yield risk of planting various levels of CMV, AMV & BYMV infected lentil seed with the anticipated long-term outcome of reducing the levels of the viral diseases CMV, AMV and BYMV in the cropping system","Quantifying the yield risk of planting CMV, AMV & BYMV infected lentil seed in the Southern region.",6159c38f9107b6df81b19e80,70140000.0,1.0
26629,HUB-16-PIN-SIF-001i,Department of Defence - DSRG,Military science and research,30-Jun-21 12:00 pm,"Defence Innovation Hub (Hub), an initiative of the Australian Government’s Department of Defence (Defence) has been established to support Australian companies, businesses, and academic and research organisations in the collaborative development of innovative solutions with the potential to enhance Australian Defence Force capability.  Defence is inviting companies, businesses and organisations to respond to a Call for Submissions detailing their innovation proposal. ",Defence Innovation Hub - Call For Submissions,6159c38f9107b6df81b19ea7,92111700.0,1.0
26763,PROC-9176376,Grains Research and Development Corporation,Crop production and management and protection,13-Aug-21 5:00 pm,"Grain legumes have been widely grown in Western Australia, with lupins the most dominant species due to their suitability to acidic sandy soils. Although high value pulses may not be suited to all soil types and regions, there are areas of WA (soil type x environment) where they are highly suited. Despite this, the adoption of grain legumes in these areas has been poor and the proportion of pulses in the farming system is suboptimal and in fact declining. There has also been a stagnation of lupin yields (GN members pers.comms).     Since inception of GRDCs Western Region Regional Cropping Solutions networks (now GRDC Grower Networks), growers have continually highlighted that there are no specifically adapted or consistently profitable break crops/legume options for their farming systems.  Research is ongoing to select for acid and chilling tolerant crop species which will expand the areas where grain legumes can reliably be grown in WA. However even with existing species and cultivars, there are rotational and economic advantages from incorporating grain legumes into the farming system that are not being realised.     Of the commercially available grain legume species, faba bean and lentils are generally acknowledged as being most sensitive to soil acidity, however they are successfully grown on slightly acidic soils (pHCa >5.0 - 6.0) in the high and medium rainfall zones of south eastern Australia, albeit with somewhat inconsistent yields. The experiences of growers and advisers indicate that faba bean are the best pulse crop adapted to high rainfall areas or on soils prone to waterlogging. Chickpea can tolerate a wider range of spring temperatures and have a lower water requirement compared to faba beans so are suited to neutral to alkaline soils in a lower rainfall zone. Chickpeas and lentils can be sensitive to low temperatures and frosts.  There is renewed interest from growers and the agricultural community in grain legume break crops to complement canola and cereals in the rotation. This has been highlighted in the Esperance port zone where the climate for much of the port zone and attitude of the growers is conducive to the success of these alternative legume crops and pastures. ",Closing the Economic Yield Gap for Grain Legumes in WA,6159c38f9107b6df81b19f2d,70140000.0,1.0
